id	higherClassification	bed	catalogNumber	modified	formation	genus	occurrenceRemarks	coordinatePrecision	sex	dateIdentified	taxonRank	maximumDepthInMeters	otherCatalogNumbers	subgenus	county	typeStatus	locality	stateProvince	recordNumber	identifiedBy	collectionCode	continent	lifeStage	preparations	phylum	kingdom	decimalLatitude	scientificNameAuthorship	decimalLongitude	group	type	family	maximumElevationInMeters	recordedBy	countryCode	country	references	waterBody	informationWithheld	minimumElevationInMeters	class	order	individualCount	language	nomenclaturalStatus	identificationRemarks	verbatimEventDate	fieldNotes	institutionCode	eventDate	member	basisOfRecord	scientificName	minimumDepthInMeters
ark:87286/B2/fd511dc6-595e-4b1d-9e22-64193d80a2cd	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton argyranthemus		000014608	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Marion County; dry sandy roadside, Ocala National Forest, 100 yds. s. of Fla. 316, 4 mi. e. of Ochlawaha River.		1406		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		D. Burch, S. S. Ward, E. West	US	UNITED STATES	http://www.morphbank.net/80987				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1959-06-01		PreservedSpecimen	Croton argyranthemus	
ark:87286/B2/c035debf-1770-412e-9ed6-04e58d34080f	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton argyranthemus		000014609	2009-06-17 16:18:16.0		Croton	Plants 2-4 dm. tall; no pistillate plants found.		Undetermined		Species					Nontype	Florida; Alachua County; pine-oak-hickory woods southwest of main campus, near junction of Florida State Highway 24 & SW 34th ST., U. of Florida, Alachua County.		19857		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Ira L. Wiggins, Dorothy B. Wiggins	US	UNITED STATES	http://www.morphbank.net/80988				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1965-04-28		PreservedSpecimen	Croton argyranthemus	
ark:87286/B2/e9b8afa8-1d58-4527-b569-25fef93f489d	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton argyranthemus		000014610	2009-06-17 16:18:16.0		Croton	flowers white.		Undetermined		Species					Nontype	Florida; Polk County; 18 mi. w. Kissimmee; sand hills scrub.		15301 B		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/80989				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1962-08-04		PreservedSpecimen	Croton argyranthemus	
ark:87286/B2/7d6c435b-aba8-4733-b4a6-5bcfa53af19c	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton argyranthemus		000014611	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Columbia County; sands of RR right of way 2 m. SE of Fort White.		2189		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/80990				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1956-03-30		PreservedSpecimen	Croton argyranthemus	
ark:87286/B2/5fd63efe-83b0-46cd-b59f-66962bfa8e29	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton argyranthemus		000014612	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Levy County; loose sand of open stand of longleaf pine 8 m. S of Williston.		4580		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert Kral	US	UNITED STATES	http://www.morphbank.net/80991				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1957-04-07		PreservedSpecimen	Croton argyranthemus	
ark:87286/B2/574c2b40-9a93-4204-bb07-06a5799360db	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014613	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Nassau County; Ralph E. Simmons State Forest (3-4 air mi SE of Folkston, Georgia); in drying loam sand of open pinewoods on sandhills just E of power line corridor (disturbed site).		18991		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/80992				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1999-08-18		PreservedSpecimen	Croton capitatus	
ark:87286/B2/b9eb9cf1-2d4e-4024-a6e7-eb2c4e5dc3e3	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014614	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Calhoun County; along hiway right-of-way on E side of rte 71, 7.9 mi SSW of rte 20 and Blountstown.		12142		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/80993				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1989-06-29		PreservedSpecimen	Croton capitatus	
ark:87286/B2/46af4a07-c4ab-4612-a9b9-0a60d3eca67a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014615	2009-06-17 16:18:16.0		Croton	Much branched annual; specimen is one branch.		Undetermined		Species					Nontype	Florida; Taylor County; Dump heaps and railroad sidings, Perry.		52408		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/80994				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1954-08-24		PreservedSpecimen	Croton capitatus	
ark:87286/B2/b7111a61-c42f-4197-8065-c59fcd73058a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014616	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Escambia County; weedy open areas along the waterfront, Pensacola.		74540		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/80995				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1975-10-11		PreservedSpecimen	Croton capitatus	
ark:87286/B2/41bd2026-af1d-461f-b342-182b200900e1	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014617	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Washington County; Moist clearings of floodplain woods, just west of Caryville.		55170		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey, Robert Kral	US	UNITED STATES	http://www.morphbank.net/80996				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1956-09-23		PreservedSpecimen	Croton capitatus	
ark:87286/B2/fdbc4c4e-b97a-4e90-b1fb-545a40dabb3b	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014618	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Escambia County; 1/4 mi. W of Pace Avenue bridge across Bayou Chico, Pensacola; vacant lot.		3911		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Bruce Hansen	US	UNITED STATES	http://www.morphbank.net/80997				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1976-08-11		PreservedSpecimen	Croton capitatus	
ark:87286/B2/9770b874-c217-4b31-9675-75feb0cf1e40	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014619	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; Upland old field, vicinity of the Industrial Park, Tallahassee.		64430		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/80998				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1964-08-01		PreservedSpecimen	Croton capitatus	
ark:87286/B2/62d3cd0b-63b3-41bc-ac22-4003de90b643	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014620	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Taylor County; weedy roadside right of way bordering pine flatwoods, vicinity of Adams Beach.		79117		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/80999				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1981-09-15		PreservedSpecimen	Croton capitatus	
ark:87286/B2/70094335-1891-4d90-a2af-7c79356c6934	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014621	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Wakulla County; near intersection of Hwy 98 and Woodville Hwy (Rt 363), about 1.5 mi NNW of the town of St. Marks.		94-15		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Carrie Hamby	US	UNITED STATES	http://www.morphbank.net/81000				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1994-09-12		PreservedSpecimen	Croton capitatus	
ark:87286/B2/f652186f-534d-484e-9223-7eda93017bdb	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014622	2009-06-17 16:18:16.0		Croton	weed.		Undetermined		Species					Nontype	Florida; Franklin County; roadside; at S end of Market Street in town of Apalachicola beside road construction (access to new bridge of the river).		10707		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81001				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1987-06-26		PreservedSpecimen	Croton capitatus	
ark:87286/B2/5c62afd7-b808-4231-a7a1-e58cc9132984	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014623	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Gulf County; Apalachicola National Estuarine Sanctuary; beside road in grassy meadow (old pasture?) on M & K tract, W of Saul Creek, generally 6.5 air mi NW of Apalachicola.		8846		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81002				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1985-09-20		PreservedSpecimen	Croton capitatus	
ark:87286/B2/f00a9fed-d4cb-449e-aba5-24006ac0417f	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014624	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; moist loamy soil along W margin of large pond in Innovation Park in SW sector of Tallahassee.		11808		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Loran C. Anderson	US	UNITED STATES	http://www.morphbank.net/81003				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1988-08-31		PreservedSpecimen	Croton capitatus	
ark:87286/B2/79c1286b-217f-475d-9a6f-f229b1300847	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014625	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Franklin County; on oyster shell dumps along waterfront, at East Point.		53454		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey, W. D. Reese, P. L. Redfearn	US	UNITED STATES	http://www.morphbank.net/81004				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1955-06-09		PreservedSpecimen	Croton capitatus	
ark:87286/B2/47ff81b9-6d07-4486-93d3-ef4358605109	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014626	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Sumter County; Along W side of C-251, ca. 0.5 mi. S of FLA 44 and ca. 1 mi. E of Citrus-Sumter Co line; weedy pasture.		9740		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Richard P. Wunderlin, Bruce Hansen, G. Robinson	US	UNITED STATES	http://www.morphbank.net/81005				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1984-06-28		PreservedSpecimen	Croton capitatus	
ark:87286/B2/15a4213a-bf6c-4834-aa41-c05c1fac1d1a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014627	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Santa Rosa County; high spoil banks thrown up from ditching across savanna, between I-10 and Milton.		73799		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81006				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1974-07-24		PreservedSpecimen	Croton capitatus	
ark:87286/B2/d7951ea9-e31c-49c5-bc33-fe10e74c8cf4	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014628	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Jackson County; Apalachee Game Management Area. 4 mi. N. of Sneads. Along the shore of Lake Seminole. 2.5 mi. N. of Three Rivers State Park entrance on U.S. 271.		782		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Gary R. Knight	US	UNITED STATES	http://www.morphbank.net/81007				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1982-09-11		PreservedSpecimen	Croton capitatus	
ark:87286/B2/04261b02-419d-4ba3-9534-9ad92b9b814a	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014629	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Jackson County; Apalachee Game Management Area. 1.5 miles north of Three Rivers State Park entrance on U.S. 231.		273		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Gary R. Knight	US	UNITED STATES	http://www.morphbank.net/81008				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1981-10-10		PreservedSpecimen	Croton capitatus	
ark:87286/B2/f61beff1-91c6-43fc-bd86-3b35fba2d0b4	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014630	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Okaloosa County; Open pine-decidous woodland, upland, 2 miles W of Laurel Hill.		64369		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81009				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1964-06-26		PreservedSpecimen	Croton capitatus	
ark:87286/B2/578ee275-ac25-4694-ae48-89e81884e10b	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014631	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Leon County; Borders of flatwoods depression (pastured), near Natural Bridge.		60441		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81010				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1960-10-19		PreservedSpecimen	Croton capitatus	
ark:87286/B2/32145700-a29b-4f63-9701-7f7ee8a0c7a8	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014632	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Taylor County; Sandy roadside, near Adams Beach.		55921c		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81011				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1957-08-16		PreservedSpecimen	Croton capitatus	
ark:87286/B2/baea190e-88b1-47c0-b642-35b1b7622f79	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014633	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida;;wet open fields, Highway 125, 5 miles west of Pensacola.				FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		M. Morgan	US	UNITED STATES	http://www.morphbank.net/81012				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1941-08-12		PreservedSpecimen	Croton capitatus	
ark:87286/B2/a3a6b12d-e809-4668-b6c5-dffcb159e6d5	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014634	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida;;		58796		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81013				Magnoliopsida	Euphorbiales		en	accepted				Florida State University			PreservedSpecimen	Croton capitatus	
ark:87286/B2/5cc013dc-d5c6-405b-b9ae-b9538a5e5f5e	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014635	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Escambia County; Near the west gate, Naval Air Station, Pensacola; 1 1/2- 2 mi. S of Pleasant Grove.		2330		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Bruce Hansen, JoAnn Hansen	US	UNITED STATES	http://www.morphbank.net/81014				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1973-10-19		PreservedSpecimen	Croton capitatus	
ark:87286/B2/655642b5-e8c7-40e1-a5f9-58037a2602ed	Plantae Tracheobionta Magnoliophyta Magnoliopsida Rosidae Euphorbiales Euphorbiaceae Croton Croton capitatus		000014636	2009-06-17 16:18:16.0		Croton			Undetermined		Species					Nontype	Florida; Lafayette County; sandy fallow field, near Mayo.		58796		FSU	NORTH AMERICA	Undetermined	Pressed and dried	Magnoliophyta	Plantae		Michx.			PreservedSpecimen	Euphorbiaceae		Robert K. Godfrey	US	UNITED STATES	http://www.morphbank.net/81015				Magnoliopsida	Euphorbiales		en	accepted				Florida State University	1959-07-12		PreservedSpecimen	Croton capitatus	
